"","date","location","tmax","tmin","prcp","rhmax","rhmin","shum","srad","wind_dir","Latitude","Longitude","Elevation_m.x","month.x","ID","month.y","day","year","Time","Freq","Replicate_Bottle","Type","Comment","Location_Description","Precipitation_Amount_mL","Depth_cm","Elevation_m.y","Sample_Name","X2H","X2H_StDev","X18O","X18O_StDev","Weighted_D","Avg_Temp","Avg_RH","tavg"
"22",2021-01-25,"WA-KP-66",4.06500005722046,2.01699995994568,"6.65622311035018e+21",100,66.9000015258789,0.00399000011384487,75.6999969482422,192,47.5049,122.6772,121.92,1,3559,"1","25","2021","8:10","Daily",NA,"Rain","","47.50491,-122.6772",50,0.625,121.92,"3559-Avg",-107.55,1.74,-13.6,0.19,-2.769052523,NA,NA,3.04100000858307
"23",2021-01-25,"WA-ST-11",-1.95000004768372,-6.39699983596802,"2.61023569133772e+21",88.9000015258789,72.4000015258789,0.00255000009201467,44,21,48.7369,118.0498,438.912,1,3252,"1","25","2021","6:58","Daily",NA,"Snow","all snow","48.7368541,-118.049791",2,0.25,438.912,"3252-Avg",-186.11,0.91,-23.26,0.11,-0.702301887,NA,NA,-4.17349994182587
"24",2021-01-25,"WA-WC-29",3.24300003051758,0.809000015258789,"4.02645336203554e+21",92.5,60.0999984741211,0.00365000008605421,37.7999992370606,153,48.9623,122.6545,18.288,1,3319,"1","25","2021","7:00","Daily",NA,"Rain","","48.962273,-122.654498",6,NA,18.288,"3319-Avg",-93.68,0.53,-12.15,0.21,-0.239795222,NA,NA,2.02600002288818
"25",2021-01-26,"OR-BN-113",5.83900022506714,-0.84799998998642,"6.66354849751173e+21",100,90.3000030517578,0.00408999994397163,61.5,154,44.5478,123.3756,124.968,1,3501,"1","26","2021","17:35","Daily",NA,"Snow","32F, 33/27, 4.3"" 5hrs of snow","44.54777,-123.3756",90,1.125,124.968,"3501-Avg",-125.63,0.83,-16.84,0.61,-4.823677474,NA,NA,2.49550011754036
"26",2021-01-26,"OR-BN-113",5.83900022506714,-0.84799998998642,"6.66354849751173e+21",100,90.3000030517578,0.00408999994397163,61.5,154,44.5478,123.3756,124.968,1,3537,"1","26","2021","13:30","Daily",NA,"Snow","31F, start at 11:33","44.54777,-123.3756",32,0.4,124.968,"3537-Avg",-130.13,1.41,-16.98,0.18,-1.776518771,NA,NA,2.49550011754036
"27",2021-01-26,"OR-BN-113",5.83900022506714,-0.84799998998642,"6.66354849751173e+21",100,90.3000030517578,0.00408999994397163,61.5,154,44.5478,123.3756,124.968,1,3538,"1","26","2021","15:33","Daily",NA,"Snow","32F","44.54777,-123.3756",44,0.55,124.968,"3538-Avg",-134.88,0.74,-17.79,0.52,-2.531877133,NA,NA,2.49550011754036
"28",2021-01-26,"OR-BN-113",5.83900022506714,-0.84799998998642,"6.66354849751173e+21",100,90.3000030517578,0.00408999994397163,61.5,154,44.5478,123.3756,124.968,1,3539,"1","26","2021","15:35","Daily",NA,"Snow","32F","44.54777,-123.3756",12,0.15,124.968,"3539-Avg",-99.22,0.88,-13.21,0.6,-0.507952218,NA,NA,2.49550011754036
"29",2021-01-26,"OR-CY-16",5.72100019454956,-0.244000002741814,"1.55539769143363e+22",99.1999969482422,74,0.00417000008746982,61.2000007629395,184,42.1087,124.3036,268.224,1,3465,"1","26","2021","8:00","Daily",NA,"Rain","","42.1087,-124.3036",12,0.15,268.224,"3465-Avg",-38.11,0.54,-6.34,0.19,-0.065801439,NA,NA,2.73850009590387
"30",2021-01-26,"OR-HY-6",-2.35199999809265,-9.38300037384033,"5.90904615740893e+20",99.9000015258789,66.3000030517578,0.00243999995291233,100.900001525879,170,42.33,118.663,1286.256,1,3543,"1","26","2021","6:15","Daily",NA,"Snow","15F, 0.5""","42.33,-118.663",6,0.075,1286.256,"3543-Avg",-142.69,0.57,-18.28,0.09,-2.358512397,NA,NA,-5.86750018596649
"31",2021-01-26,"OR-JC-27",2.81699991226196,-4.78599977493286,"2.37338549254358e+21",98.5,79.8000030517578,0.00323999999091029,95.5,165,42.2763,123.1386,524.256,1,3633,"1","26","2021","18:00","Daily",NA,"Snow","32F, 4-6PM","42.2763,-123.1386",32,0.4,524.256,"3633-Avg",-198.3,0.61,-25.16,0.23,-3.86455542,NA,NA,-0.98449993133545
"32",2021-01-26,"OR-JC-27",2.81699991226196,-4.78599977493286,"2.37338549254358e+21",98.5,79.8000030517578,0.00323999999091029,95.5,165,42.2763,123.1386,524.256,1,3634,"1","26","2021","20:00","Daily",NA,"Snow","32F, 6-8PM","42.2763,-123.1386",20,0.25,524.256,"3634-Avg",-198.65,1.09,-24.88,0.09,-2.419610231,NA,NA,-0.98449993133545
"33",2021-01-26,"OR-JC-27",2.81699991226196,-4.78599977493286,"2.37338549254358e+21",98.5,79.8000030517578,0.00323999999091029,95.5,165,42.2763,123.1386,524.256,1,3635,"1","26","2021","22:00","Daily",NA,"Snow","32F, 8-10PM","42.2763,-123.1386",8,0.1,524.256,"3635-Avg",-160.53,0.73,-20.39,0.04,-0.782119367,NA,NA,-0.98449993133545
"34",2021-01-26,"OR-LA-68",4.94500017166138,-1.82099997997284,"3.71635051416127e+21",100,83.4000015258789,0.00374999991618097,74.8000030517578,164,43.7088,122.9808,292.608,1,3132,"1","26","2021","8:30 AM","Daily",NA,"Rain","","43.7088,-122.9808",8,0.1,292.608,"3132-Avg",-56.09,0.19,-7.7,0.17,-0.218036929,NA,NA,1.56200009584427
"35",2021-01-26,"OR-LA-68",4.94500017166138,-1.82099997997284,"3.71635051416127e+21",100,83.4000015258789,0.00374999991618097,74.8000030517578,164,43.7088,122.9808,292.608,1,3133,"1","26","2021","3:10 PM","Daily",NA,"Rain","rain gauge not emptied. sample taken from cup with large funnel. plastic wrapped to reduce evaporation.","43.7088,-122.9808",18,0.225,292.608,"3133-Avg",-144.05,1.06,-17.3,0.31,-1.259912536,NA,NA,1.56200009584427
"36",2021-01-26,"OR-LA-68",4.94500017166138,-1.82099997997284,"3.71635051416127e+21",100,83.4000015258789,0.00374999991618097,74.8000030517578,164,43.7088,122.9808,292.608,1,3134,"1","26","2021","5:14 PM","Daily",NA,"Rain","ditto","43.7088,-122.9808",28,0.35,292.608,"3134-Avg",-139.06,0.77,-16.6,0.28,-1.891972789,NA,NA,1.56200009584427
"37",2021-01-26,"OR-LA-68",4.94500017166138,-1.82099997997284,"3.71635051416127e+21",100,83.4000015258789,0.00374999991618097,74.8000030517578,164,43.7088,122.9808,292.608,1,3135,"1","26","2021","7:12 PM","Daily",NA,"Rain","not raining at this time, still not raining at 9:12 pm. rain gauge not emptied. sample taken from cup with large funnel. plastic wrapped to reduce evaporation.","43.7088,-122.9808",30,0.375,292.608,"3135-Avg",-135.61,0.46,-16.16,0.05,-1.976822157,NA,NA,1.56200009584427
"38",2021-01-26,"OR-UM-27",2.09899997711182,-4.04099988937378,"6.73924282030141e+20",100,47.4000015258789,0.00310999993234873,90.6999969482422,147,45.6185,118.795,381,1,3417,"1","26","2021","7:00","Daily",NA,"Snow","current temperature 28.0°F, min 28°F, max 37°F. Snow depth 1.38 inches","45.618483,-118.795004",16,3.4375,381,"3417-Avg",-140.69,1.13,-18.15,0.28,-3.170478873,NA,NA,-0.97099995613098
"39",2021-01-26,"OR-WL-1",NA,NA,"9.15657968689399e+20",83.0999984741211,46.7000007629395,0.00206999992951751,101.699996948242,177,45.3495,117.226,1292.352,1,3361,"1","26","2021","7:45","Daily",NA,"Snow","","45.3495,-117.226",120,NA,1292.352,"3361-Avg",-157.26,0.61,-19.66,0.17,-4.965059987,NA,NA,NA
"40",2021-01-26,"WA-CH-22",-1.11899995803833,-6.83099985122681,"2.44907991138961e+21",100,84.8000030517578,0.00264000007882714,62.2000007629395,104,47.798,120.4014,481.584,1,3174,"1","26","2021","3:00 PM","Daily",NA,"Snow","8:00am(snow start) til 3:00pm, current temp 26°F, very light dry snow deph 0.25"", campaign 20210126 CoCoRaHS, dry snow","47.79802,-120.4014",0.8,0.05,481.584,"3174-Avg",-106.51,1.36,-14.11,0.06,-0.346938111,NA,NA,-3.97499990463257
"41",2021-01-26,"WA-CH-22",-1.11899995803833,-6.83099985122681,"2.44907991138961e+21",100,84.8000030517578,0.00264000007882714,62.2000007629395,104,47.798,120.4014,481.584,1,3175,"1","26","2021","7:00 PM","Daily",NA,"Snow","Campaign 20210126 CoCoRaHS--(3 to 7 pm) 0.3"" , 26 degrees, rate picking up, small amount","47.79802,-120.4014",1.2,0.075,481.584,"3175-Avg",-112.04,1.3,-14.23,0.17,-0.54742671,NA,NA,-3.97499990463257
"42",2021-01-26,"WA-KP-62",6.63399982452393,-1.28400003910065,"1.12809064971192e+22",96.4000015258789,71.1999969482422,0.00386000005528331,67.8000030517578,117,47.6286,122.8246,103.632,1,3279,"1","26","2021","7:00","Daily",NA,"Rain","almost snow","47.628587,-122.824603",6,NA,103.632,"3279-Avg",-77.43,0.33,-11.28,0.17,-0.169061135,NA,NA,2.67499989271164
"43",2021-01-26,"WA-KP-66",6.53499984741211,-1.18400001525879,"6.65622311035018e+21",100,68.6999969482422,0.0038699998985976,70.6999969482422,115,47.5049,122.6772,121.92,1,3560,"1","26","2021","21:15","Daily",NA,"Rain","Campaign 20210126 CoCoRaHS--storm start @ 7:15PM","47.50491,-122.6772",2,0.025,121.92,"3560-Avg",-151.51,0.97,-18.83,0.13,-0.156035015,NA,NA,2.67549991607666
"44",2021-01-26,"WA-ST-11",-0.418000012636185,-5.2020001411438,"2.61023569133772e+21",88,68.5999984741211,0.00243000010959804,26.7999992370606,115,48.7369,118.0498,438.912,1,3253,"1","26","2021","14:00","Daily",NA,"Snow","continuation of snow","48.7368541,-118.049791",6,1.25,438.912,"3253-Avg",-137.49,0.31,-18.21,0.16,-1.556490566,NA,NA,-2.81000007688999
"45",2021-01-27,"OR-BN-113",3.33800005912781,-0.204999998211861,"6.66354849751173e+21",100,85.5999984741211,0.00473000016063452,77.9000015258789,155,44.5478,123.3756,124.968,1,3502,"1","27","2021","17:30","Daily",NA,"Rain","41F, 41/30","44.54777,-123.3756",68,0.85,124.968,"3502-Avg",-132.34,0.93,-18.01,0.68,-3.839215017,NA,NA,1.56650003045797
"46",2021-01-27,"OR-BN-113",3.33800005912781,-0.204999998211861,"6.66354849751173e+21",100,85.5999984741211,0.00473000016063452,77.9000015258789,155,44.5478,123.3756,124.968,1,3540,"1","27","2021","8:32","Daily",NA,"Rain","33F, light, started at 10PM","44.54777,-123.3756",44,0.55,124.968,"3540-Avg",-127.05,0.69,-17.06,0.3,-2.384897611,NA,NA,1.56650003045797
"47",2021-01-27,"OR-BN-113",3.33800005912781,-0.204999998211861,"6.66354849751173e+21",100,85.5999984741211,0.00473000016063452,77.9000015258789,155,44.5478,123.3756,124.968,1,3541,"1","27","2021","10:35","Daily",NA,"Rain","33F","44.54777,-123.3756",16,0.2,124.968,"3541-Avg",-154.75,1.72,-21.01,0.13,-1.056313993,NA,NA,1.56650003045797
"48",2021-01-27,"OR-BN-113",3.33800005912781,-0.204999998211861,"6.66354849751173e+21",100,85.5999984741211,0.00473000016063452,77.9000015258789,155,44.5478,123.3756,124.968,1,3542,"1","27","2021","12:35","Daily",NA,"Rain","End campaign","44.54777,-123.3756",4,0.05,124.968,"3542-Avg",-138.24,1.26,-18.95,0.67,-0.235904437,NA,NA,1.56650003045797
"49",2021-01-27,"OR-CY-16",4.04899978637695,0.477999985218048,"1.55539769143363e+22",94.5999984741211,77.5999984741211,0.00450999988242984,70.0999984741211,195,42.1087,124.3036,268.224,1,3466,"1","27","2021","8:00","Daily",NA,"Rain","","42.1087,-124.3036",220,2.75,268.224,"3466-Avg",-74.38,0.86,-10.49,0.41,-2.35447482,NA,NA,2.2634998857975
"50",2021-01-27,"OR-GR-4",-2.57500004768372,-12.7770004272461,"9.88910616314129e+20",85.9000015258789,53.5,0.00263000000268221,86.6999969482422,152,44.24,119.09,1463.04,1,3599,"1","27","2021","7:00","Daily",NA,"Snow","snow began at 2030, 3.5""","44.24,-119.09",50,0.625,1463.04,"3599-Avg",-199.93,0.35,-25.57,0.21,-10.58951271,NA,NA,-7.67600023746491
"51",2021-01-27,"OR-HY-6",-1.39699995517731,-9.47399997711182,"5.90904615740893e+20",78.5,55.4000015258789,0.00306000001728535,55.5999984741211,152,42.33,118.663,1286.256,1,3544,"1","27","2021","8:00","Daily",NA,"Snow","29F, 0.6""","42.33,-118.663",6,0.075,1286.256,"3544-Avg",-145.28,0.8,-18.02,0.07,-2.401322314,NA,NA,-5.43549996614457
"52",2021-01-27,"OR-JC-27",-0.996999979019165,-5.05499982833862,"2.37338549254358e+21",100,81.8000030517578,0.00412000017240644,77.0999984741211,173,42.2763,123.1386,524.256,1,3636,"1","27","2021","7:00","Daily",NA,"Snow","30F, 1.5""","42.2763,-123.1386",60,0.75,524.256,"3636-Avg",-182.7,0.59,-23.27,0.12,-6.676004872,NA,NA,-3.02599990367889
"53",2021-01-27,"WA-CH-22",-4.20900011062622,-6.44600009918213,"2.44907991138961e+21",95.8000030517578,67.5999984741211,0.00292999995872378,70.6999969482422,97,47.798,120.4014,481.584,1,3176,"1","27","2021","4:00 AM","Daily",NA,"Snow","Campaign 20210126 CoCoRaHS--(7 pm to 4am) 5.2"" , 26 degrees, moderate snow","47.79802,-120.4014",12,0.75,481.584,"3176-Avg",-166.85,0.65,-21.82,0.12,-8.15228013,NA,NA,-5.32750010490417
"54",2021-01-27,"WA-CH-22",-4.20900011062622,-6.44600009918213,"2.44907991138961e+21",95.8000030517578,67.5999984741211,0.00292999995872378,70.6999969482422,97,47.798,120.4014,481.584,1,3177,"1","27","2021","8:00 AM","Daily",NA,"Snow","Campaign 20210126 CoCoRaHS--(4 AM to 8 AM) 1.5"", 26 degrees, light snow","47.79802,-120.4014",6,0.375,481.584,"3177-Avg",-191.8,1.67,-24.49,0,-4.685667752,NA,NA,-5.32750010490417
"55",2021-01-27,"WA-CH-22",-4.20900011062622,-6.44600009918213,"2.44907991138961e+21",95.8000030517578,67.5999984741211,0.00292999995872378,70.6999969482422,97,47.798,120.4014,481.584,1,3178,"1","27","2021","7:00 AM","Daily",NA,"Snow","24 hr snow depth 6.7"", 0.45"" water, snow continues, 26 degrees, light snow","47.79802,-120.4014",18,1.125,481.584,"3178-Avg",-168.26,1.34,-21.99,0.25,-12.33175896,NA,NA,-5.32750010490417
"56",2021-01-27,"WA-CH-22",-4.20900011062622,-6.44600009918213,"2.44907991138961e+21",95.8000030517578,67.5999984741211,0.00292999995872378,70.6999969482422,97,47.798,120.4014,481.584,1,3179,"1","27","2021","11:00 AM","Daily",NA,"Snow","Campaign 20210126 CoCoRaHS: 0.5""snow, snow now stop, temp. 39F, ptly sunny, light snow","47.79802,-120.4014",2,0.125,481.584,"3179-Avg",-201.2,0.64,-25.63,0.22,-1.638436482,NA,NA,-5.32750010490417
"57",2021-01-27,"WA-CH-22",-4.20900011062622,-6.44600009918213,"2.44907991138961e+21",95.8000030517578,67.5999984741211,0.00292999995872378,70.6999969482422,97,47.798,120.4014,481.584,1,3180,"1","27","2021","9:00 PM","Daily",NA,"Snow","Campaign 2020126 CoCoRaHS: .5"" snow 6:00pm-9:00pm (temperary stop).","47.79802,-120.4014",20,1.25,481.584,"3180-Avg",-140.8,0.32,-18.5,0.2,-11.46579805,NA,NA,-5.32750010490417
"58",2021-01-27,"WA-KP-62",5.38600015640259,-0.208000004291534,"1.12809064971192e+22",89.5999984741211,69.5,0.00416000001132488,69.0999984741211,62,47.6286,122.8246,103.632,1,3280,"1","27","2021","7:00","Daily",NA,"Rain","","47.628587,-122.824603",26,NA,103.632,"3280-Avg",-154.26,1.1,-19.99,0.35,-1.459519651,NA,NA,2.58900007605553
"59",2021-01-27,"WA-KP-66",5.34000015258789,-0.532999992370606,"6.65622311035018e+21",88.1999969482422,68.0999984741211,0.00419999985024333,68.9000015258789,65,47.5049,122.6772,121.92,1,3561,"1","27","2021","6:00","Daily",NA,"Rain","Campaign 20210126 CoCoRaHS","47.50491,-122.6772",4,0.05,121.92,"3561-Avg",-114.88,0.95,-14.56,0.09,-0.236622039,NA,NA,2.40350008010864
"60",2021-01-27,"WA-KP-66",5.34000015258789,-0.532999992370606,"6.65622311035018e+21",88.1999969482422,68.0999984741211,0.00419999985024333,68.9000015258789,65,47.5049,122.6772,121.92,1,3562,"1","27","2021","8:30","Daily",NA,"Rain","Campaign 20210126 CoCoRaHS","47.50491,-122.6772",8,0.1,121.92,"3562-Avg",-141.94,0.81,-18.45,0.01,-0.584716787,NA,NA,2.40350008010864
"61",2021-01-27,"WA-KP-66",5.34000015258789,-0.532999992370606,"6.65622311035018e+21",88.1999969482422,68.0999984741211,0.00419999985024333,68.9000015258789,65,47.5049,122.6772,121.92,1,3563,"1","27","2021","10:30","Daily",NA,"Rain","Campaign 20210126 CoCoRaHS - stopped raining at 11:30am","47.50491,-122.6772",4,0.05,121.92,"3563-Avg",-138.32,1.77,-17.77,0.35,-0.284902163,NA,NA,2.40350008010864
"62",2021-01-27,"WA-KP-66",5.34000015258789,-0.532999992370606,"6.65622311035018e+21",88.1999969482422,68.0999984741211,0.00419999985024333,68.9000015258789,65,47.5049,122.6772,121.92,1,3564,"1","27","2021","20:00","Daily",NA,"Rain","Campaign 20210126 CoCoRaHS - rain restarted at 6pm","47.50491,-122.6772",14,0.175,121.92,"3564-Avg",-120.7,0.7,-15.5,0.04,-0.870133883,NA,NA,2.40350008010864
"63",2021-01-27,"WA-KP-66",5.34000015258789,-0.532999992370606,"6.65622311035018e+21",88.1999969482422,68.0999984741211,0.00419999985024333,68.9000015258789,65,47.5049,122.6772,121.92,1,3565,"1","27","2021","22:00","Daily",NA,"Rain","Campaign 20210126 CoCoRaHS","47.50491,-122.6772",16,0.2,121.92,"3565-Avg",-116.29,0.91,-15.19,0.18,-0.958105046,NA,NA,2.40350008010864
"64",2021-01-27,"WA-LW-29",5.14699983596802,1.50100004673004,"4.22179369239162e+21",100,73,0.0046399999409914,83.9000015258789,101,46.6654,122.965,109.728,1,3213,"1","27","2021","6:28","Daily",NA,"Rain","","46.665395,-122.965034",6.4,0.08,109.728,"3213-Avg",-116.44,0.91,-16.4,0.05,-1.114258373,NA,NA,3.32399994134903
"65",2021-01-27,"WA-ST-11",-0.43299999833107,-5.8420000076294,"2.61023569133772e+21",82.6999969482422,68.1999969482422,0.00254000001586974,54.2999992370606,116,48.7369,118.0498,438.912,1,3254,"1","27","2021","7:00","Daily",NA,"Snow","continuation","48.7368541,-118.049791",2,NA,438.912,"3254-Avg",-207.77,0.89,-25.92,0.22,-0.784037736,NA,NA,-3.13750000298023
"66",2021-01-28,"OR-BN-113",5.23999977111816,-0.0280000008642674,"6.66354849751173e+21",99.0999984741211,72,0.00472000008448958,98.4000015258789,211,44.5478,123.3756,124.968,1,3503,"1","28","2021","17:55","Daily",NA,"Rain","44F, 48/37","44.54777,-123.3756",10,0.125,124.968,"3503-Avg",-112.4,0.07,-16.25,0.71,-0.479522184,NA,NA,2.60599988512695
